age,gender,married,dependents,education,employment_type,years_at_job,annual_income,coapplicant_income,credit_score,credit_history,loan_amount,loan_amount_term,loan_purpose,property_area,collateral_value,loan_status
54,Female,No,0,Not Graduate,Self-Employed,9,1209,645,387,Good,217,240,Other,Urban,888,Rejected
31,Male,No,3,Not Graduate,Self-Employed,7,808,754,387,Bad,107,360,Education,Urban,393,Rejected
29,Female,Yes,0,Not Graduate,Salaried,2,654,258,680,Good,722,480,Car,Rural,481,Rejected
58,Male,No,1,Graduate,Self-Employed,14,1246,423,682,Good,337,240,Other,Rural,331,Approved
60,Male,Yes,3,Graduate,Unemployed,20,1135,845,611,Good,518,180,Education,Semiurban,589,Rejected
61,Male,Yes,1,Graduate,Self-Employed,20,1087,114,409,Good,444,480,Business,Urban,652,Rejected
29,Male,No,2,Graduate,Unemployed,18,814,805,660,Good,791,300,Personal,Semiurban,72,Rejected
28,Female,Yes,0,Graduate,Business,26,1266,912,486,Good,717,180,Other,Semiurban,59,Rejected
64,Female,No,1,Not Graduate,Business,10,224,178,307,Good,678,300,Education,Urban,346,Rejected
60,Female,Yes,1,Not Graduate,Salaried,5,393,410,487,Good,775,360,Car,Semiurban,249,Rejected
23,Male,Yes,0,Graduate,Unemployed,26,417,420,319,Good,161,300,Personal,Semiurban,217,Rejected
33,Male,No,1,Graduate,Business,8,390,25,694,Good,600,300,Education,Rural,997,Rejected
39,Female,Yes,2,Not Graduate,Unemployed,10,1363,717,780,Good,465,240,Car,Rural,688,Approved
54,Female,Yes,1,Not Graduate,Self-Employed,27,208,699,312,Good,519,480,Personal,Urban,206,Rejected
52,Male,Yes,1,Not Graduate,Business,2,371,355,369,Good,621,180,Other,Rural,438,Rejected
36,Female,Yes,0,Graduate,Self-Employed,8,1096,599,813,Good,783,240,Car,Semiurban,947,Rejected
56,Female,No,0,Graduate,Unemployed,12,1827,660,660,Good,638,360,Education,Urban,837,Approved
38,Male,Yes,2,Graduate,Salaried,23,1778,832,659,Good,203,360,Education,Urban,285,Approved
34,Female,No,1,Not Graduate,Business,4,1347,829,601,Good,203,240,Car,Rural,767,Rejected
50,Male,No,3,Not Graduate,Salaried,12,1187,425,580,Good,580,360,Business,Urban,71,Rejected
22,Female,No,2,Not Graduate,Business,14,1053,95,719,Good,146,180,Personal,Rural,797,Approved
33,Female,No,3,Graduate,Business,8,350,830,857,Good,774,480,Business,Urban,40,Rejected
47,Male,Yes,1,Not Graduate,Business,6,691,458,398,Good,109,180,Other,Rural,520,Rejected
37,Male,Yes,1,Graduate,Salaried,2,964,313,388,Good,711,480,Car,Urban,689,Rejected
51,Male,Yes,0,Graduate,Business,25,779,879,896,Good,191,300,Other,Rural,442,Approved
35,Male,Yes,2,Graduate,Self-Employed,12,1436,255,689,Bad,596,360,Other,Semiurban,714,Rejected
40,Male,No,3,Graduate,Unemployed,28,1527,592,384,Good,554,480,Education,Urban,936,Rejected
25,Male,No,1,Not Graduate,Business,17,776,573,634,Good,135,360,Business,Urban,927,Rejected
27,Female,Yes,1,Graduate,Business,10,1354,322,761,Good,266,300,Car,Rural,908,Approved
38,Female,No,0,Not Graduate,Self-Employed,20,992,868,873,Good,403,480,Education,Urban,378,Approved
31,Male,No,0,Graduate,Salaried,2,1667,796,364,Good,723,180,Car,Rural,771,Rejected
52,Male,No,0,Not Graduate,Salaried,27,685,146,494,Good,554,480,Business,Semiurban,27,Rejected
47,Male,No,2,Not Graduate,Self-Employed,15,499,362,731,Good,640,240,Personal,Rural,243,Rejected
46,Female,No,2,Graduate,Business,9,1911,884,381,Good,187,480,Education,Urban,300,Rejected
57,Female,No,1,Graduate,Self-Employed,8,155,352,322,Good,153,180,Car,Rural,399,Rejected
48,Female,No,3,Graduate,Self-Employed,14,1214,496,673,Good,277,300,Home,Rural,646,Approved
22,Female,No,2,Not Graduate,Unemployed,10,1422,742,497,Good,232,240,Business,Rural,64,Rejected
40,Male,No,0,Not Graduate,Unemployed,25,543,622,895,Good,480,480,Car,Rural,95,Rejected
24,Female,Yes,0,Graduate,Business,22,661,132,497,Good,700,360,Business,Urban,368,Rejected
33,Female,Yes,2,Graduate,Self-Employed,9,158,193,892,Bad,252,180,Education,Semiurban,924,Rejected
44,Female,No,1,Not Graduate,Salaried,25,183,520,631,Bad,526,480,Education,Urban,604,Rejected
58,Male,Yes,1,Graduate,Salaried,23,1008,168,651,Good,101,360,Car,Semiurban,782,Approved
60,Female,No,1,Graduate,Unemployed,5,502,664,776,Good,395,480,Other,Urban,29,Rejected
49,Male,No,1,Graduate,Salaried,24,1231,627,794,Good,720,300,Other,Rural,8,Rejected
56,Female,Yes,0,Graduate,Self-Employed,5,1109,595,560,Good,723,360,Car,Semiurban,417,Rejected
22,Female,Yes,2,Not Graduate,Unemployed,12,1074,842,819,Good,124,240,Education,Rural,166,Approved
61,Female,No,0,Not Graduate,Unemployed,14,905,888,526,Good,76,180,Home,Rural,154,Rejected
38,Male,No,3,Graduate,Business,27,1790,395,826,Good,370,300,Other,Urban,624,Approved
28,Female,Yes,1,Graduate,Unemployed,12,1634,320,808,Good,635,480,Education,Rural,240,Rejected
35,Female,No,1,Not Graduate,Unemployed,2,1485,471,377,Good,535,180,Personal,Rural,934,Rejected
61,Male,Yes,3,Graduate,Salaried,1,1076,336,418,Bad,574,240,Business,Semiurban,449,Rejected
37,Female,No,3,Graduate,Unemployed,28,1069,911,475,Bad,215,300,Other,Rural,345,Rejected
43,Female,No,0,Not Graduate,Unemployed,0,1415,54,451,Good,167,180,Other,Rural,651,Rejected
22,Female,Yes,3,Not Graduate,Business,8,1739,933,343,Good,795,480,Car,Urban,817,Rejected
26,Female,No,1,Not Graduate,Business,29,1512,554,309,Bad,627,480,Car,Urban,412,Rejected
49,Female,Yes,3,Not Graduate,Unemployed,21,662,382,380,Good,157,360,Business,Semiurban,324,Rejected
47,Male,No,0,Not Graduate,Salaried,3,981,903,553,Good,555,480,Education,Urban,582,Rejected
57,Female,Yes,3,Not Graduate,Self-Employed,20,126,52,794,Good,593,180,Business,Semiurban,928,Rejected
54,Female,No,3,Not Graduate,Salaried,13,1694,828,820,Good,637,180,Personal,Urban,201,Rejected
38,Male,Yes,0,Graduate,Self-Employed,23,1433,983,882,Good,582,480,Car,Semiurban,504,Approved
62,Male,Yes,0,Graduate,Business,13,1023,837,615,Bad,680,180,Education,Rural,429,Rejected
30,Female,Yes,0,Not Graduate,Unemployed,16,1575,429,775,Good,536,180,Business,Urban,478,Approved
58,Female,Yes,1,Graduate,Salaried,13,938,392,652,Good,54,300,Education,Urban,871,Approved
64,Female,Yes,1,Not Graduate,Salaried,7,1899,962,552,Good,129,240,Other,Rural,294,Rejected
37,Male,Yes,3,Not Graduate,Self-Employed,6,1138,867,321,Good,703,480,Car,Rural,964,Rejected
33,Female,No,1,Not Graduate,Self-Employed,8,1408,278,619,Good,615,180,Car,Urban,143,Rejected
62,Male,Yes,2,Graduate,Unemployed,29,842,798,789,Good,189,180,Business,Rural,818,Approved
47,Male,No,0,Not Graduate,Unemployed,19,300,545,450,Good,84,300,Home,Semiurban,395,Rejected
22,Male,No,2,Not Graduate,Business,26,1316,485,873,Good,116,300,Car,Urban,197,Approved
54,Female,Yes,0,Graduate,Unemployed,20,1642,231,578,Good,581,360,Personal,Rural,634,Rejected
51,Female,No,3,Not Graduate,Salaried,7,1285,290,816,Good,534,240,Other,Rural,219,Rejected
43,Female,No,0,Graduate,Salaried,2,594,47,426,Bad,506,360,Personal,Rural,398,Rejected
27,Male,Yes,1,Graduate,Salaried,25,1389,464,505,Bad,431,480,Education,Semiurban,909,Rejected
58,Female,Yes,3,Not Graduate,Self-Employed,26,990,532,376,Bad,748,360,Business,Semiurban,453,Rejected
53,Female,Yes,0,Not Graduate,Unemployed,0,716,755,778,Bad,617,180,Education,Urban,567,Rejected
32,Male,Yes,3,Graduate,Unemployed,16,915,578,368,Good,141,360,Car,Urban,950,Rejected
32,Male,No,3,Not Graduate,Self-Employed,10,1193,293,714,Good,254,360,Business,Rural,730,Approved
39,Male,Yes,3,Not Graduate,Salaried,26,1020,308,311,Good,151,240,Other,Semiurban,434,Rejected
29,Male,Yes,2,Not Graduate,Self-Employed,25,1327,290,856,Good,798,480,Education,Urban,933,Rejected
30,Male,Yes,1,Graduate,Business,15,1995,737,387,Bad,448,180,Other,Semiurban,682,Rejected
37,Female,No,3,Not Graduate,Salaried,5,1932,269,710,Good,220,300,Other,Rural,79,Rejected
60,Male,No,1,Not Graduate,Salaried,1,1482,847,782,Good,295,300,Other,Urban,354,Rejected
59,Female,Yes,0,Not Graduate,Business,28,177,313,839,Good,653,480,Car,Rural,670,Rejected
61,Male,Yes,3,Graduate,Salaried,8,494,67,768,Good,327,360,Education,Urban,299,Rejected
30,Female,Yes,1,Not Graduate,Salaried,20,1903,584,447,Good,371,300,Car,Urban,763,Rejected
32,Female,No,3,Graduate,Unemployed,28,1846,37,535,Good,167,180,Other,Urban,763,Rejected
35,Male,No,2,Graduate,Salaried,10,781,654,609,Good,168,180,Education,Semiurban,783,Rejected
51,Male,No,0,Graduate,Salaried,24,319,437,502,Good,143,240,Business,Semiurban,423,Rejected
35,Female,No,2,Graduate,Self-Employed,23,1176,832,556,Good,773,360,Car,Urban,20,Rejected
48,Male,Yes,3,Graduate,Business,23,822,521,417,Good,223,360,Personal,Semiurban,908,Rejected
24,Male,No,1,Graduate,Salaried,4,656,755,409,Good,314,480,Home,Semiurban,354,Rejected
56,Male,Yes,3,Graduate,Self-Employed,26,1222,138,831,Good,472,300,Business,Urban,114,Rejected
21,Male,Yes,3,Graduate,Salaried,27,1146,606,405,Good,555,300,Car,Semiurban,479,Rejected
64,Male,Yes,3,Graduate,Self-Employed,17,1055,114,671,Good,499,240,Home,Semiurban,735,Approved
54,Male,Yes,2,Not Graduate,Self-Employed,10,1203,931,766,Good,276,300,Business,Semiurban,701,Approved
37,Male,No,2,Graduate,Business,26,1625,481,526,Good,634,180,Business,Rural,213,Rejected
59,Male,Yes,1,Graduate,Self-Employed,12,840,505,679,Good,98,480,Education,Semiurban,592,Approved
58,Female,No,0,Not Graduate,Unemployed,10,671,568,371,Good,475,300,Business,Urban,356,Rejected
64,Female,No,0,Not Graduate,Salaried,5,1144,805,778,Bad,191,180,Other,Urban,848,Rejected
53,Male,No,1,Graduate,Unemployed,26,1694,336,768,Good,369,360,Home,Urban,419,Approved
41,Male,Yes,3,Not Graduate,Unemployed,29,1291,195,405,Bad,114,300,Personal,Urban,940,Rejected
46,Female,Yes,0,Not Graduate,Business,20,356,618,727,Good,61,240,Other,Urban,969,Approved
56,Male,Yes,2,Graduate,Unemployed,15,1879,292,414,Bad,788,180,Car,Urban,44,Rejected
25,Male,Yes,1,Graduate,Business,18,328,273,720,Good,291,360,Business,Urban,667,Rejected
53,Male,Yes,1,Graduate,Salaried,13,1139,294,487,Good,394,360,Personal,Urban,655,Rejected
21,Male,No,3,Graduate,Salaried,25,1412,931,308,Good,120,240,Home,Urban,201,Rejected
26,Female,Yes,0,Graduate,Business,8,1084,244,417,Bad,350,180,Education,Semiurban,123,Rejected
57,Male,No,0,Graduate,Self-Employed,22,1145,39,402,Bad,536,240,Business,Rural,402,Rejected
22,Female,No,3,Graduate,Business,12,1958,6,746,Bad,788,480,Business,Semiurban,724,Rejected
25,Male,No,1,Graduate,Business,27,1318,459,373,Good,312,240,Business,Semiurban,594,Rejected
46,Female,No,1,Graduate,Unemployed,27,1582,146,481,Good,288,240,Car,Urban,679,Rejected
61,Female,Yes,1,Not Graduate,Salaried,13,654,292,798,Bad,200,240,Education,Urban,908,Rejected
33,Female,Yes,1,Not Graduate,Salaried,24,162,263,774,Bad,557,360,Car,Semiurban,365,Rejected
32,Male,Yes,2,Not Graduate,Salaried,25,1000,713,542,Good,393,180,Other,Rural,742,Rejected
25,Male,No,2,Not Graduate,Business,26,1487,675,349,Good,238,180,Education,Semiurban,972,Rejected
22,Male,No,1,Not Graduate,Business,29,1660,326,587,Good,626,360,Home,Urban,716,Rejected
24,Female,No,1,Graduate,Salaried,3,1417,347,757,Bad,232,240,Business,Semiurban,105,Rejected
47,Male,No,1,Graduate,Business,2,792,895,540,Good,341,300,Home,Rural,773,Rejected
30,Male,No,2,Graduate,Salaried,1,755,168,567,Good,476,480,Education,Rural,847,Rejected
33,Female,No,3,Graduate,Unemployed,20,1859,42,596,Bad,59,180,Car,Rural,709,Rejected
64,Male,Yes,0,Not Graduate,Unemployed,16,704,849,855,Good,574,240,Other,Rural,832,Rejected
22,Female,No,2,Graduate,Business,5,1705,932,680,Good,368,480,Home,Semiurban,326,Approved
46,Male,Yes,1,Graduate,Self-Employed,1,1593,448,349,Good,619,300,Other,Urban,431,Rejected
35,Female,Yes,1,Not Graduate,Salaried,11,1068,565,895,Bad,336,300,Personal,Semiurban,656,Rejected
30,Female,Yes,1,Graduate,Unemployed,11,493,220,574,Good,476,360,Home,Semiurban,728,Rejected
42,Female,No,1,Not Graduate,Self-Employed,24,538,246,735,Good,636,300,Other,Rural,902,Rejected
60,Female,Yes,3,Graduate,Unemployed,20,1632,213,528,Good,656,180,Car,Rural,364,Rejected
45,Female,Yes,2,Not Graduate,Salaried,17,1618,373,428,Bad,724,240,Business,Urban,983,Rejected
35,Female,No,0,Not Graduate,Salaried,3,458,149,506,Good,255,480,Car,Urban,919,Rejected
33,Female,Yes,1,Graduate,Unemployed,5,439,430,630,Good,616,300,Education,Urban,457,Rejected
28,Male,Yes,3,Graduate,Business,19,1960,940,624,Good,717,300,Car,Urban,176,Rejected
41,Female,No,3,Graduate,Salaried,20,938,727,714,Bad,127,360,Home,Rural,367,Rejected
41,Male,No,1,Graduate,Self-Employed,19,459,664,468,Good,481,300,Car,Urban,351,Rejected
42,Male,No,1,Graduate,Self-Employed,19,1945,787,527,Good,670,300,Car,Urban,828,Rejected
53,Male,Yes,0,Not Graduate,Business,18,923,541,372,Good,600,360,Business,Rural,505,Rejected
47,Female,Yes,2,Not Graduate,Unemployed,24,1585,946,673,Good,404,300,Home,Semiurban,387,Approved
60,Male,No,0,Not Graduate,Salaried,29,1436,198,744,Good,372,240,Personal,Rural,985,Approved
42,Female,Yes,2,Not Graduate,Salaried,2,1778,503,568,Good,438,240,Education,Semiurban,558,Rejected
50,Male,No,3,Graduate,Business,19,1076,642,833,Good,726,480,Other,Semiurban,494,Rejected
29,Female,No,3,Not Graduate,Salaried,7,1505,325,746,Good,715,300,Car,Rural,514,Approved
55,Female,No,1,Graduate,Salaried,20,311,79,659,Good,781,240,Car,Rural,209,Rejected
38,Male,Yes,0,Not Graduate,Self-Employed,15,1139,844,647,Good,589,360,Car,Rural,260,Rejected
62,Female,Yes,0,Graduate,Self-Employed,22,1868,774,892,Good,254,240,Other,Rural,264,Approved
25,Male,Yes,1,Graduate,Unemployed,21,1784,28,373,Good,432,180,Car,Urban,507,Rejected
47,Female,No,0,Graduate,Self-Employed,0,1966,438,426,Good,715,240,Car,Semiurban,375,Rejected
26,Female,No,3,Graduate,Unemployed,1,1191,970,521,Good,153,360,Business,Rural,560,Rejected
52,Male,Yes,3,Not Graduate,Self-Employed,9,1788,513,884,Good,647,360,Other,Semiurban,415,Approved
28,Female,Yes,1,Not Graduate,Unemployed,4,933,381,780,Good,568,360,Business,Urban,9,Rejected
59,Male,Yes,1,Not Graduate,Salaried,25,1445,215,449,Good,506,240,Home,Urban,422,Rejected
41,Male,No,2,Not Graduate,Salaried,29,1854,409,456,Good,414,360,Business,Rural,226,Rejected
38,Male,No,3,Not Graduate,Self-Employed,18,706,940,364,Good,390,180,Personal,Semiurban,974,Rejected
34,Female,Yes,3,Not Graduate,Salaried,11,402,309,321,Good,411,300,Business,Rural,989,Rejected
35,Male,Yes,3,Graduate,Unemployed,23,299,501,388,Good,386,360,Personal,Rural,162,Rejected
62,Male,Yes,3,Not Graduate,Business,23,211,882,377,Good,420,480,Home,Semiurban,711,Rejected
46,Male,Yes,3,Graduate,Business,17,427,805,303,Bad,211,360,Home,Semiurban,10,Rejected
64,Male,No,2,Graduate,Salaried,29,1768,8,659,Good,350,480,Home,Rural,542,Approved
52,Female,Yes,1,Graduate,Salaried,5,1486,229,306,Good,542,480,Car,Semiurban,177,Rejected
59,Female,Yes,1,Not Graduate,Self-Employed,22,808,99,831,Good,93,300,Car,Rural,477,Approved
48,Male,No,0,Graduate,Self-Employed,29,523,581,795,Good,310,300,Other,Semiurban,337,Approved
59,Male,No,3,Not Graduate,Unemployed,13,1683,565,755,Good,536,240,Home,Semiurban,30,Rejected
63,Male,Yes,3,Not Graduate,Unemployed,22,777,430,884,Good,791,180,Other,Semiurban,717,Rejected
52,Male,No,1,Not Graduate,Business,2,426,349,721,Bad,601,480,Education,Semiurban,529,Rejected
33,Male,Yes,3,Graduate,Unemployed,24,373,717,881,Good,586,480,Business,Rural,371,Rejected
35,Male,Yes,3,Graduate,Salaried,12,636,943,524,Good,213,480,Education,Semiurban,740,Rejected
38,Female,Yes,3,Not Graduate,Salaried,29,678,845,350,Bad,454,240,Car,Rural,894,Rejected
59,Male,No,1,Not Graduate,Self-Employed,6,1212,717,783,Good,510,240,Car,Rural,768,Approved
26,Male,Yes,0,Graduate,Salaried,16,504,919,805,Good,132,300,Business,Rural,287,Approved
31,Male,Yes,1,Not Graduate,Unemployed,8,194,593,767,Good,70,360,Other,Rural,834,Rejected
52,Male,No,3,Not Graduate,Unemployed,26,1428,897,866,Good,399,180,Home,Rural,261,Approved
60,Male,No,1,Graduate,Self-Employed,5,1549,607,698,Bad,299,480,Personal,Rural,299,Rejected
40,Male,No,2,Not Graduate,Unemployed,5,691,89,332,Good,381,240,Education,Semiurban,325,Rejected
53,Female,Yes,3,Not Graduate,Self-Employed,22,407,542,744,Good,87,300,Car,Semiurban,407,Approved
60,Female,Yes,1,Not Graduate,Salaried,1,419,916,368,Good,693,240,Education,Semiurban,858,Rejected
28,Male,Yes,1,Not Graduate,Self-Employed,10,953,220,426,Good,479,300,Other,Urban,658,Rejected
55,Female,Yes,0,Not Graduate,Unemployed,1,1238,589,420,Good,665,300,Other,Rural,604,Rejected
25,Male,Yes,3,Not Graduate,Unemployed,19,1248,488,473,Good,546,300,Home,Rural,196,Rejected
55,Female,No,2,Not Graduate,Business,28,832,63,623,Good,656,360,Education,Semiurban,324,Rejected
34,Male,No,2,Graduate,Self-Employed,27,1839,304,692,Good,778,360,Education,Rural,322,Rejected
41,Male,Yes,3,Graduate,Unemployed,14,1753,942,813,Good,708,360,Business,Semiurban,965,Approved
44,Male,Yes,1,Not Graduate,Business,29,529,896,438,Good,215,240,Business,Urban,671,Rejected
37,Female,Yes,2,Graduate,Salaried,1,1166,929,328,Good,195,300,Car,Rural,606,Rejected
38,Female,Yes,3,Not Graduate,Salaried,6,930,159,814,Good,104,300,Education,Urban,309,Approved
54,Male,Yes,2,Not Graduate,Salaried,9,484,190,573,Bad,137,180,Other,Rural,297,Rejected
32,Male,Yes,3,Graduate,Salaried,24,1789,751,408,Bad,301,360,Other,Urban,300,Rejected
36,Female,Yes,2,Graduate,Salaried,1,813,830,549,Good,694,180,Car,Semiurban,792,Rejected
24,Male,Yes,0,Not Graduate,Self-Employed,16,1916,179,320,Good,332,360,Home,Semiurban,419,Rejected
45,Male,No,3,Graduate,Salaried,29,1122,166,461,Good,438,300,Personal,Semiurban,671,Rejected
54,Male,No,0,Graduate,Unemployed,16,188,75,341,Good,58,480,Business,Urban,996,Rejected
48,Female,Yes,3,Graduate,Unemployed,28,1742,47,366,Good,504,240,Personal,Urban,670,Rejected
31,Female,Yes,2,Not Graduate,Salaried,17,1767,130,355,Good,306,480,Personal,Urban,211,Rejected
33,Male,Yes,2,Not Graduate,Salaried,13,1973,242,871,Good,637,360,Business,Urban,308,Rejected
51,Male,No,1,Graduate,Business,27,159,397,654,Good,158,360,Other,Semiurban,984,Rejected
45,Female,No,2,Not Graduate,Self-Employed,2,1422,853,302,Good,204,360,Personal,Rural,609,Rejected
59,Male,Yes,0,Not Graduate,Unemployed,16,683,25,696,Good,599,180,Home,Urban,494,Rejected
30,Male,Yes,1,Graduate,Unemployed,23,1386,290,470,Good,236,300,Education,Urban,495,Rejected
44,Male,Yes,0,Not Graduate,Unemployed,14,489,214,777,Bad,731,360,Business,Rural,209,Rejected
21,Male,Yes,0,Graduate,Unemployed,21,527,870,603,Good,761,180,Personal,Semiurban,786,Rejected
45,Female,Yes,0,Graduate,Salaried,18,760,515,436,Good,582,240,Car,Semiurban,923,Rejected
48,Male,No,0,Graduate,Salaried,24,1125,428,664,Good,702,180,Personal,Semiurban,986,Rejected
56,Male,Yes,0,Not Graduate,Self-Employed,19,1520,793,513,Good,265,180,Business,Semiurban,785,Rejected
38,Male,Yes,3,Not Graduate,Business,15,1667,228,520,Good,410,480,Personal,Urban,618,Rejected
26,Female,No,3,Not Graduate,Salaried,24,1840,874,376,Good,467,360,Personal,Semiurban,968,Rejected
22,Female,Yes,1,Not Graduate,Unemployed,14,1664,692,729,Bad,450,180,Home,Rural,770,Rejected
23,Female,No,0,Not Graduate,Business,4,232,752,350,Good,226,180,Home,Rural,796,Rejected
28,Male,No,3,Graduate,Unemployed,14,729,447,329,Good,522,360,Business,Urban,335,Rejected
51,Male,No,2,Graduate,Self-Employed,24,957,665,414,Good,73,360,Other,Semiurban,111,Rejected
39,Male,Yes,1,Not Graduate,Salaried,14,1632,345,749,Good,547,360,Other,Rural,118,Rejected
26,Female,No,3,Not Graduate,Self-Employed,23,1097,733,808,Good,391,360,Home,Urban,436,Approved
34,Female,No,2,Not Graduate,Unemployed,17,1475,114,881,Good,489,360,Car,Urban,478,Approved
23,Male,No,1,Graduate,Salaried,4,1747,379,337,Good,734,180,Home,Urban,684,Rejected
21,Male,Yes,2,Not Graduate,Salaried,0,565,668,612,Bad,273,300,Business,Rural,166,Rejected
64,Female,No,0,Not Graduate,Salaried,0,628,95,866,Good,604,180,Home,Urban,269,Rejected
50,Male,No,2,Not Graduate,Salaried,2,498,572,444,Good,724,180,Other,Semiurban,341,Rejected
39,Male,Yes,0,Not Graduate,Self-Employed,16,1567,141,432,Good,409,300,Personal,Semiurban,488,Rejected
39,Male,Yes,1,Graduate,Salaried,21,1842,732,845,Good,462,180,Education,Rural,330,Approved
29,Female,No,0,Not Graduate,Business,21,850,180,488,Good,393,300,Car,Semiurban,593,Rejected
27,Male,No,2,Not Graduate,Salaried,20,812,954,302,Good,117,180,Home,Urban,908,Rejected
57,Female,No,0,Not Graduate,Unemployed,13,593,964,630,Good,446,300,Business,Urban,987,Rejected
61,Male,Yes,0,Graduate,Self-Employed,8,388,157,606,Good,255,360,Education,Semiurban,857,Rejected
27,Female,Yes,1,Not Graduate,Business,26,1389,21,573,Good,135,240,Education,Rural,582,Rejected
29,Female,Yes,0,Graduate,Unemployed,3,274,991,687,Good,303,300,Car,Semiurban,169,Rejected
24,Female,Yes,3,Not Graduate,Salaried,18,462,464,775,Good,79,480,Personal,Urban,212,Approved
45,Male,Yes,1,Not Graduate,Unemployed,2,1764,93,352,Good,499,360,Other,Urban,29,Rejected
32,Male,No,2,Not Graduate,Self-Employed,0,651,645,662,Bad,742,240,Education,Rural,835,Rejected
26,Male,No,1,Not Graduate,Self-Employed,3,684,772,737,Good,475,240,Education,Urban,848,Rejected
38,Female,Yes,2,Not Graduate,Salaried,22,1145,552,659,Good,278,480,Other,Rural,226,Approved
60,Female,No,2,Graduate,Business,23,125,252,358,Good,655,360,Car,Urban,385,Rejected
41,Male,Yes,0,Not Graduate,Self-Employed,13,1414,99,598,Good,666,480,Car,Semiurban,841,Rejected
35,Female,No,1,Graduate,Self-Employed,28,644,85,739,Good,287,480,Other,Semiurban,275,Approved
23,Female,No,2,Not Graduate,Business,21,621,302,452,Good,792,240,Home,Semiurban,423,Rejected
22,Male,Yes,3,Not Graduate,Salaried,22,1824,278,453,Good,203,360,Home,Urban,463,Rejected
61,Female,Yes,0,Not Graduate,Unemployed,20,1545,332,804,Good,366,480,Education,Urban,668,Approved
60,Male,No,0,Not Graduate,Salaried,13,1758,497,826,Good,638,480,Personal,Urban,907,Approved
24,Male,No,2,Not Graduate,Salaried,7,1014,229,487,Good,398,180,Business,Rural,100,Rejected
52,Female,No,3,Not Graduate,Unemployed,25,295,180,352,Bad,262,300,Education,Urban,653,Rejected
22,Male,No,0,Graduate,Unemployed,15,950,679,369,Good,780,180,Education,Semiurban,432,Rejected
49,Female,Yes,1,Not Graduate,Salaried,2,1258,363,523,Good,415,480,Personal,Urban,628,Rejected
22,Male,No,2,Not Graduate,Business,23,1775,894,418,Good,561,360,Car,Rural,333,Rejected
54,Male,Yes,3,Graduate,Unemployed,26,702,444,788,Bad,591,240,Car,Semiurban,809,Rejected
47,Male,No,2,Not Graduate,Self-Employed,25,1539,847,875,Good,180,300,Business,Urban,832,Approved
59,Male,Yes,0,Not Graduate,Salaried,6,1918,13,550,Good,123,180,Personal,Urban,567,Rejected
64,Male,Yes,3,Not Graduate,Self-Employed,24,1564,277,641,Good,776,240,Car,Semiurban,440,Rejected
58,Male,Yes,2,Graduate,Self-Employed,28,1720,323,864,Bad,409,300,Other,Semiurban,121,Rejected
38,Male,No,2,Graduate,Unemployed,5,409,750,849,Good,57,300,Car,Urban,54,Approved
56,Female,No,2,Not Graduate,Business,12,438,80,610,Good,416,360,Education,Urban,806,Rejected
39,Male,Yes,1,Not Graduate,Self-Employed,25,214,386,335,Good,609,300,Car,Rural,920,Rejected
47,Male,No,1,Not Graduate,Salaried,25,1111,706,843,Good,663,300,Personal,Rural,808,Approved
40,Female,Yes,1,Not Graduate,Unemployed,29,1496,712,808,Good,598,240,Business,Rural,94,Rejected
41,Female,Yes,1,Graduate,Self-Employed,1,1642,421,393,Good,715,300,Business,Semiurban,989,Rejected
43,Male,Yes,0,Not Graduate,Salaried,27,1457,518,625,Good,701,360,Education,Rural,133,Rejected
50,Female,Yes,2,Graduate,Salaried,10,1836,396,757,Bad,196,300,Home,Semiurban,323,Rejected
45,Male,Yes,1,Graduate,Salaried,20,1160,351,514,Bad,588,300,Personal,Semiurban,203,Rejected
51,Male,No,0,Graduate,Self-Employed,8,1429,438,831,Good,742,240,Business,Rural,836,Approved
47,Female,Yes,1,Graduate,Business,6,480,753,581,Good,454,240,Education,Urban,929,Rejected
54,Female,No,0,Graduate,Self-Employed,11,1004,769,830,Bad,717,480,Personal,Rural,124,Rejected
28,Male,No,3,Not Graduate,Business,10,1512,619,445,Good,558,360,Car,Rural,366,Rejected
39,Female,No,1,Not Graduate,Business,14,1177,676,514,Good,169,480,Car,Urban,435,Rejected
61,Male,Yes,1,Not Graduate,Unemployed,11,659,365,638,Good,632,300,Home,Urban,62,Rejected
46,Male,No,2,Not Graduate,Unemployed,2,364,235,341,Good,496,240,Business,Rural,852,Rejected
48,Female,No,1,Graduate,Business,17,791,716,579,Good,124,240,Other,Urban,548,Rejected
24,Male,No,1,Not Graduate,Self-Employed,23,334,348,588,Good,171,480,Other,Semiurban,852,Rejected
51,Female,No,0,Not Graduate,Business,7,129,716,845,Good,204,480,Other,Urban,798,Rejected
36,Female,Yes,2,Not Graduate,Business,14,433,945,746,Good,255,360,Car,Rural,108,Rejected
30,Female,No,2,Graduate,Business,15,1311,147,733,Good,375,300,Other,Semiurban,211,Approved
58,Male,No,3,Not Graduate,Salaried,16,1382,816,564,Good,789,480,Personal,Rural,948,Rejected
30,Male,Yes,0,Not Graduate,Business,17,1815,760,846,Good,610,480,Education,Semiurban,350,Approved
29,Male,No,1,Not Graduate,Salaried,20,251,906,662,Good,120,180,Car,Rural,214,Approved
59,Female,No,0,Graduate,Business,12,1791,487,333,Bad,93,300,Home,Semiurban,997,Rejected
56,Male,No,1,Graduate,Self-Employed,20,778,305,766,Good,430,240,Education,Rural,783,Approved
